FID,Shape,ORGANIZATI,UNIT,SUBUNIT,SUBUNIT2,FIREID,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,SIZECLASSN,FIRETYPE,STARTDATED,STATE,STATE_FIPS,FIPS,lat,lon,acres
571863,Point,BLM,AK,AKAFS,Alaska Fire Service,694591,July,436,KFT5,Natural,0,0,B,2,1,7/13/16,Alaska,2,2,64.2167,-157.1069,1
597841,Point,BLM,CA,CACDD,California Desert District,701522,Tecate,8742,KB8X,Human,18,0,B,2,1,6/26/16,California,6,6,32.57495,-116.6461,1
664814,Point,BLM,MT,MTMCD,Miles City Field Office,692230,Pierce,54,KAA6,Natural,0,0,B,2,1,6/12/16,Montana,30,30,45.36042,-106.01627,1
664819,Point,BLM,MT,MTMCD,Miles City Field Office,692444,Hay Creek,66,KA4F,Natural,0,0,B,2,1,6/18/16,Montana,30,30,45.3756,-106.2997,1
664950,Point,BLM,MT,MTMCD,Miles City Field Office,698037,H6,432,KQM0,Natural,0,0,B,2,1,6/17/16,Montana,30,30,45.8561,-104.4778,1
30319,Point,FWS,75621,USAKNOR,Nowitna National Wildlife Refuge,91430,16319 Blind River,2016USAKNORKB5X,KB5X,Natural,0,0,B,2,1,6/25/16,Alaska,2,2,65.1281,-153.0928,1
30718,Point,FWS,75621,USAKNOR,Nowitna National Wildlife Refuge,91427,16247 Grass Lake,2016USAKNORJ9Y3,J9Y3,Natural,0,0,B,2,1,6/6/16,Alaska,2,2,64.8331,-154.5294,1
30755,Point,FWS,75635,USAKYFR,Yukon Flats National Wildlife Refuge,90485,16321 Hess Creek,2016USAKYFRKB52,KB52,Natural,0,0,B,2,1,6/25/16,Alaska,2,2,65.8617,-147.9858,1
489123,Point,BIA,SPR,OKANA,Anadarko Agency,690712,Shingle,6015,J6N8,Human,11,0,B,2,1,3/6/16,Oklahoma,40,40,35.07338,-98.62038,1
572011,Point,BLM,AK,AKAFS,Alaska Fire Service,690624,OP 4, ,J59U,Human,0,0,B,2,1,2/22/16,Alaska,2,2,63.9,-145.85,1
658075,Point,BLM,MT,MTBID,Billings Field Office,693401,Carmicheal,165000,KEL9,Natural,0,0,B,2,1,7/6/16,Montana,30,30,46.1172,-108.3647,1
664828,Point,BLM,MT,MTMCD,Miles City Field Office,692345,Jones Creek,83,KA8P,Natural,0,0,B,2,1,6/20/16,Montana,30,30,46.4114,-105.6203,1
664831,Point,BLM,MT,MTMCD,Miles City Field Office,692399,Yates,86,KBF7,Natural,0,0,B,2,1,6/21/16,Montana,30,30,45.5519,-104.2853,1
670184,Point,BLM,NM,NMFAD,Farmington Field Office,691220,1191, ,J605,Human,0,0,B,2,1,3/19/16,New Mexico,35,35,36.9461,-108.20211,1
683003,Point,BLM,NV,NVCCD,Carson City Field Office,695225,Shamrock,30176,J9SG,Human,0,0,B,2,1,6/2/16,Nevada,32,32,39.5697,-119.805,1
683014,Point,BLM,NV,NVCCD,Carson City Field Office,700459,Red Rock,30292,KDC8,Human,0,0,B,2,1,7/2/16,Nevada,32,32,39.747003,-119.882103,1
683045,Point,BLM,NV,NVCCD,Carson City Field Office,699943,Fairview Peak,30475,KMK2,Human,0,0,B,2,1,8/15/16,Nevada,32,32,39.2189,-118.185,1
724676,Point,BLM,OR,ORPRD,Prineville District,697944,587,587,KP87,Human,0,0,B,2,1,9/12/16,Oregon,41,41,44.4242,-121.1997,1
730809,Point,BLM,OR,ORVAD,Vale District,701917,Juntura,22,J9ZG,Human,0,0,B,2,1,6/6/16,Oregon,41,41,43.788,-117.9664,1
730819,Point,BLM,OR,ORVAD,Vale District,702407,Burnt River RFPA 3,100,KJ6E,Human,0,0,B,2,1,8/1/16,Oregon,41,41,44.3511,-117.3197,1
737067,Point,BLM,UT,UTCCD,Cedar City Field Office,692902,Power Pole 11,168,J9ZL,Human,0,0,B,2,1,6/6/16,Utah,49,49,37.5608,-113.1886,1
737089,Point,BLM,UT,UTCCD,Cedar City Field Office,695217,Pass Creek,253,KA6N,Human,0,0,B,2,1,6/19/16,Utah,49,49,37.7114,-112.5956,1
737091,Point,BLM,UT,UTCCD,Cedar City Field Office,695208,Hog Canyon,256,KA7R,Human,0,0,B,2,1,6/19/16,Utah,49,49,37.0758,-112.5372,1
742792,Point,BLM,UT,UTMOD,Moab Field Office,698349,Drunkards,6095,KA9K,Human,30,0,B,2,1,6/20/16,Utah,49,49,39.563,-110.82667,1
747736,Point,BLM,UT,UTRID,Richfield Field Office,697747,Dozer,6261,KQ14,Human,0,0,B,2,1,9/19/16,Utah,49,49,38.87685,-112.3788,1
754844,Point,BLM,UT,UTVLD,Vernal Field Office,699726,WEST MAESER,129,KGB6,Human,0,0,B,2,1,7/18/16,Utah,49,49,40.4492,-109.5964,1
757670,Point,BLM,WY,WYCAD,Casper Field Office,693954,Cottonwood Stock Trail,16245,KF9G,Natural,0,0,B,2,1,7/17/16,Wyoming,56,56,43.06197,-106.83505,1
757700,Point,BLM,WY,WYCAD,Casper Field Office,696093,Muddy Creek,16414,KME5,Human,0,0,B,2,1,8/16/16,Wyoming,56,56,42.83944,-106.15694,1
772763,Point,NPS,IMRO,CODSP,Dinosaur National Monument,701637,Red Wash 2,17,KD83,Natural,1,0,B,2,1,7/5/16,Colorado,8,8,40.23994,-108.7814,1
785264,Point,NPS,IMRO,TXLAP,Lake Meredith National Recreation Area,689901,Tinker,6020,D1CZ,Human,0,0,B,2,1,3/14/16,Texas,48,48,35.66172,-101.47119,1
791300,Point,NPS,IMRO,WYGTP,Grand Teton National Park,699312,Toppings,1625,KJ9Y, ,0,0,NR,0,1,8/2/16,Wyoming,56,56,0,0,1
819293,Point,NPS,PWRO,CASMP,Santa Monica Mountains National Recreation Area,700713,Newell,852,KTE2,Human,32,0,B,2,1,11/9/16,California,6,6,34.04917,-118.7395,1
819294,Point,NPS,PWRO,CASMP,Santa Monica Mountains National Recreation Area,700921,Coast,896,KUB9,Human,30,0,B,2,1,12/2/16,California,6,6,34.0472,-118.94711,1
841514,Point,NPS,SERO,MSNAP,Natchez Trace Parkway,700135,Mt Hester,1650,KR7E,Human,0,0,B,2,1,10/14/16,Alabama,1,1,34.6817,-88.0139,1
26113,Point,FWS,32586,USMNDLR,Detroit Lakes Wetland Management District,90158,Sand Hill Lake 1,2016USMNDLRJ9ED,J9ED,Human,0,0,B,2,1,5/21/16,Minnesota,27,27,47.52,-95.732,1
26852,Point,FWS,32586,USMNDLR,Detroit Lakes Wetland Management District,89968,26&132,2016USMNDLRJ8XX,J8XX,Human,0,0,B,2,1,5/8/16,Minnesota,27,27,46.9564,-95.9322,1
28777,Point,FWS,32586,USMNDLR,Detroit Lakes Wetland Management District,89966,Pearl Lake,2016USMNDLRJ8XJ,J8XJ,Human,0,0,B,2,1,5/7/16,Minnesota,27,27,46.773,-95.928,1
29707,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,89147,Ocean Drive,2016USMSMSRJ52Y,J52Y,Undetermined,0,0,B,2,1,2/10/16,Mississippi,28,28,30.44611,-88.64444,1
29889,Point,FWS,41590,USGAOKR,Okefenokee National Wildlife Refuge,90315,GA-1(Suwannee River),2016USGAOKRJ9TQ,J9TQ,Natural,0,0,B,2,1,6/3/16,Georgia,13,13,30.775139,-82.464861,1
29978,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,90852,Fountainbleau Rd. Fire,2016USMSMSRKJ6H,KJ6H,Human,0,0,B,2,1,7/29/16,Mississippi,28,28,30.382264,-88.72998,1
30558,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,91529,Old Fort Bayou Road,2016USMSMSRKTH0,KTH0,Human,0,0,B,2,1,10/27/16,Mississippi,28,28,30.45361,-88.80389,1
341430,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,689290,Lazy Chair,59,J6D5,Human,19,0,B,2,1,2/22/16,Oklahoma,40,40,36.3069,-94.9275,1
343730,Point,BIA,EOR,OKOMA,Okmulgee Field Office,699356,Morse Cemetery,76,KPN8,Human,30,0,B,2,1,9/4/16,Oklahoma,40,40,35.5164,-96.3042,1
345530,Point,BIA,EOR,OKOSA,Osage Agency,689185,Todd,35,J6A7,Human,30,0,B,2,1,2/24/16,Oklahoma,40,40,36.47675,-96.63436,1
349892,Point,BIA,EOR,OKWEA,Wewoka Agency,689992,Horse,36,J7BP,Human,15,0,B,2,1,3/28/16,Oklahoma,40,40,35.3455,-96.5764,1
351576,Point,BIA,GPR,NDFBA,Fort Berthold Agency,693824,PARSHALL,64,KF5H,Human,30,0,B,2,1,7/14/16,North Dakota,38,38,47.9617,-102.1372,1
395385,Point,BIA,GPR,SDRBA,Rosebud Agency,701626,Assmans,122,KS6H,Human,13,0,B,2,1,11/4/16,South Dakota,46,46,43.25836,-100.47836,1
487681,Point,BIA,SPR,KSHOA,Horton Agency,690272,Davis,35,J6PV,Human,11,0,B,2,1,3/9/16,Kansas,20,20,39.983897,-95.405503,1
489139,Point,BIA,SPR,OKANA,Anadarko Agency,690762,Split Elm,6032,J7XL,Human,13,0,B,2,1,4/8/16,Oklahoma,40,40,35.04411,-98.35274,1
489148,Point,BIA,SPR,OKANA,Anadarko Agency,693106,Rocket,6041,KD4T,Human,26,0,B,2,1,7/4/16,Oklahoma,40,40,34.9908,-98.3544,1
489170,Point,BIA,SPR,OKANA,Anadarko Agency,697307,Tall Cedar,16062,KN1V,Human,11,0,B,2,1,8/29/16,Oklahoma,40,40,35.2839,-98.2392,1
489175,Point,BIA,SPR,OKANA,Anadarko Agency,697322,Mason,16067,KP39,Human,30,0,B,2,1,9/9/16,Oklahoma,40,40,35.0597,-98.2475,1
489185,Point,BIA,SPR,OKANA,Anadarko Agency,700348,Burn Barrel,16077,KS2L,Human,11,0,B,2,1,10/29/16,Oklahoma,40,40,34.8705,-98.1964,1
597908,Point,BLM,CA,CACDD,California Desert District,689023,Grant, ,J5T4,Human,0,0,B,2,1,1/31/16,California,6,6,33.537,-116.044,1
609137,Point,BLM,CA,CACND,Central California,691890,South,815,J85M,Human,0,0,B,2,1,5/15/16,California,6,6,35.7856,-118.5033,1
609138,Point,BLM,CA,CACND,Central California,691882,South 2,815,J9HJ,Human,30,0,B,2,1,5/26/16,California,6,6,35.7333,-118.5605,1
645439,Point,BLM,ID,IDBPD,Birds of Prey NCA,692141,MM7 HWY167,270,J94D,Human,4,0,B,2,1,6/9/16,Idaho,16,16,43.04095,-116.01502,1
668253,Point,BLM,NM,NMCAD,Carlsbad Field Office,690023,Mile Marker 17, ,J52P,Human,0,0,B,2,1,2/12/16,New Mexico,35,35,32.1824,-104.3554,1
674733,Point,BLM,NM,TXAMD,Amarillo Field Office,699400,Pipe Line, ,J6F6,Human,0,0,B,2,1,2/27/16,Texas,48,48,35.4674,-101.865303,1
688335,Point,BLM,NV,NVEKD,Elko Field Office,691983,Fork,100033,J9XG,Natural,0,0,B,2,1,6/5/16,Nevada,32,32,40.9061,-116.8997,1
688342,Point,BLM,NV,NVEKD,Elko Field Office,692513,Durango,100044,KAZ0,Human,0,0,B,2,1,6/15/16,Nevada,32,32,40.9453,-115.5675,1
688354,Point,BLM,NV,NVEKD,Elko Field Office,694950,321,100091,KEY3,Human,0,0,B,2,1,7/7/16,Nevada,32,32,40.9492,-115.475,1
688379,Point,BLM,NV,NVEKD,Elko Field Office,696716,Power,100176,KL5Q,Human,0,0,B,2,1,8/14/16,Nevada,32,32,40.6994,-116.5239,1
709398,Point,BLM,OR,ORCBD,Coos Bay District,700811,Brimm,723009,XXX1,Human,0,0,B,2,1,7/4/16,Oregon,41,41,42.1758,-124.1483,1
742924,Point,BLM,UT,UTMOD,Moab Field Office,700695,West LaSal,6328,KN54,Human,0,0,B,2,1,8/31/16,Utah,49,49,38.30764,-109.28914,1
747655,Point,BLM,UT,UTRID,Richfield Field Office,692738,Antelope Springs,6091,KCP8,Human,0,0,B,2,1,6/28/16,Utah,49,49,39.2156,-112.4069,1
747658,Point,BLM,UT,UTRID,Richfield Field Office,692942,Hatton,6097,KC1G,Human,0,0,B,2,1,6/29/16,Utah,49,49,38.8367,-112.4768,1
747661,Point,BLM,UT,UTRID,Richfield Field Office,692972,Elk Pasture,6103,KC98,Human,0,0,B,2,1,7/2/16,Utah,49,49,39.9169,-111.8103,1
747676,Point,BLM,UT,UTRID,Richfield Field Office,698712,North Canyon,6135,KG1B,Human,0,0,B,2,1,7/20/16,Utah,49,49,39.861858,-111.831397,1
747709,Point,BLM,UT,UTRID,Richfield Field Office,696167,MM163,6207,KMU6,Human,0,0,B,2,1,8/18/16,Utah,49,49,38.9631,-112.345,1
757917,Point,BLM,WY,WYCOD,Cody Field Office,690472,Gator,56,J70P,Human,0,0,B,2,1,4/11/16,Wyoming,56,56,44.7917,-108.44866,1
757919,Point,BLM,WY,WYCOD,Cody Field Office,690471,Aggie,58,J70R,Human,0,0,B,2,1,4/11/16,Wyoming,56,56,44.76788,-108.53291,1
757923,Point,BLM,WY,WYCOD,Cody Field Office,691833,Walker,64,J9X7,Human,0,0,B,2,1,4/15/16,Wyoming,56,56,44.7828,-108.4305,1
757939,Point,BLM,WY,WYCOD,Cody Field Office,693681,Repel,242,KE1F,Human,0,0,B,2,1,7/8/16,Wyoming,56,56,44.51633,-109.09996,1
762585,Point,BLM,WY,WYRSD,Rock Springs Field Office,697717,Sweeny Ranch,154,KF74,Human,0,0,B,2,1,7/16/16,Wyoming,56,56,41.464074,-109.041792,1
763877,Point,BLM,WY,WYWOD,Worland Field Office,691322,Ln 41,71,J82M,Human,0,0,B,2,1,5/7/16,Wyoming,56,56,44.404732,-108.448086,1
447241,Point,BIA,NWR,WAYAA,Yakama Agency,698380,5740 Harrah Rd.,151,KNF1,Human,32,0,B,2,1,8/19/16,Washington,53,53,46.37931,-120.5511,1
793086,Point,NPS,IMRO,WYYNP,Yellowstone National Park,697008,Jasper,1620,KPN3,Natural,1,0,B,2,1,9/4/16,Wyoming,56,56,44.8823,-110.3078,1
341502,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,697234,NE160129A,2043,KP7K,Human,30,0,B,2,1,2/21/16,Oklahoma,40,40,36.3081,-94.9028,1
341509,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,697247,NE16214A,2051,KP76,Human,30,0,B,2,1,3/23/16,Oklahoma,40,40,35.7181,-94.5697,1
351532,Point,BIA,GPR,NDFBA,Fort Berthold Agency,690876,FOX RUN,20,J8C7,Natural,30,0,B,2,1,4/20/16,North Dakota,38,38,47.9864,-102.4925,1
351536,Point,BIA,GPR,NDFBA,Fort Berthold Agency,691144,VAN HOOK,24,J8V9,Human,15,0,B,2,1,5/6/16,North Dakota,38,38,47.9506,-102.3542,1
396363,Point,BIA,MWR,IASFA,Sac and Fox Agency,690417,505 Red Earth,3,J6X5,Human,11,0,B,2,1,3/11/16,Iowa,19,19,42.00211,-92.64531,1
428537,Point,BIA,NWR,MTFHA,Flathead Agency,690849,HUNGRY MANS,47,J7YA,Human,8,0,B,2,1,4/8/16,Montana,30,30,47.2017,-113.9017,1
455095,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692683,AGGREGATE #2,74,KA9U,Human,19,0,B,2,1,6/20/16,California,6,6,41.0361,-123.6553,1
537504,Point,BIA,WER,AZPMA,Pima Agency,696196,MISSION,1251,KM45,Human,30,0,B,2,1,5/19/16,Arizona,4,4,33.29357,-112.17401,1
537536,Point,BIA,WER,AZPMA,Pima Agency,698763,NORTH,1400,KRV4,Human,30,0,B,2,1,8/25/16,Arizona,4,4,33.12455,-111.90081,1
537539,Point,BIA,WER,AZPMA,Pima Agency,698776,STREET,1433,KRV8,Human,30,0,B,2,1,8/31/16,Arizona,4,4,33.12058,-111.945,1
571878,Point,BLM,AK,AKAFS,Alaska Fire Service,695410,American Creek,451,KFW7,Natural,0,0,B,2,1,7/13/16,Alaska,2,2,62.03,-159.15,1
609205,Point,BLM,CA,CACND,Central California,695380,ROCKY,2471,KK8C,Human,30,0,B,2,1,8/5/16,California,6,6,38.604334,-120.62094,1
609241,Point,BLM,CA,CACND,Central California,694613,CAMERON,20356,KG42,Human,30,0,B,2,1,7/21/16,California,6,6,38.683503,-120.983756,1
616406,Point,BLM,CA,CANOD,NorCal District,701518,Likely,2766,J903,Natural,0,0,B,2,1,6/7/16,California,6,6,41.27,-120.92,1
719241,Point,BLM,OR,ORMED,Medford District,691808,Baker Creek,657,J874,Human,30,0,B,2,1,5/18/16,Oregon,41,41,42.6762,-123.2476,1
727783,Point,BLM,OR,ORSAD,Salem District,699742,Beck Road,109,KKY3,Human,10,0,B,2,1,8/4/16,Oregon,41,41,45.01149,-123.38,1
818097,Point,NPS,PWRO,CARNP,Point Reyes National Seashore,693912,Pelican,1608,KEX9,Human,30,0,B,2,1,7/7/16,California,6,6,38.1475,-122.92,1
30800,Point,FWS,41528,USPRVQR,Vieques National Wildlife Refuge,91418,Devil Port lll,2016USPRVQRKR8Z,KR8Z,Human,0,0,B,2,1,10/3/16,Puerto Rico,72,72,18.143611,-65.326667,1
351521,Point,BIA,GPR,NDFBA,Fort Berthold Agency,689997,JUNCTION,9,J7FH,Natural,32,0,B,2,1,3/15/16,North Dakota,38,38,47.7331,-102.7089,1
351557,Point,BIA,GPR,NDFBA,Fort Berthold Agency,693320,CROW,45,KC6K,Human,26,0,B,2,1,6/30/16,North Dakota,38,38,47.515,-102.2678,1
351561,Point,BIA,GPR,NDFBA,Fort Berthold Agency,693325,CIRCLE A,49,KD1R,Human,26,0,B,2,1,7/3/16,North Dakota,38,38,47.9481,-102.3506,1
351581,Point,BIA,GPR,NDFBA,Fort Berthold Agency,694920,STATIC,69,KJ74,Natural,1,0,B,2,1,7/31/16,North Dakota,38,38,47.9997,-102.3975,1
351606,Point,BIA,GPR,NDFBA,Fort Berthold Agency,700785,KOOTER,94,KTA9,Human,15,0,B,2,1,11/7/16,North Dakota,38,38,47.9603,-102.1239,1
351611,Point,BIA,GPR,NDFBA,Fort Berthold Agency,701059,TRAIL,99,KUJ5,Human,24,0,B,2,1,11/26/16,North Dakota,38,38,47.9611,-102.1392,1
443661,Point,BIA,NWR,WASPA,Spokane Agency,699393,Vehicle/Piles fire,2,KK0F,Human,3,0,B,2,1,8/4/16,Washington,53,53,48.341366,-117.255661,1
528057,Point,BIA,WER,AZFYA,Fort Yuma Agency,689210,Island,2,J6CG,Human,30,0,B,2,1,2/26/16,California,6,6,32.78,-114.5669,1
645456,Point,BLM,ID,IDBPD,Birds of Prey NCA,693984,OTR 13,543,KGJ7,Human,32,0,B,2,1,6/7/16,Idaho,16,16,43.2647,-116.0844,1
645510,Point,BLM,ID,IDBPD,Birds of Prey NCA,694294,OTR 67,617,KHR9,Human,32,0,B,2,1,6/21/16,Idaho,16,16,43.19496,-116.1257,1
645514,Point,BLM,ID,IDBPD,Birds of Prey NCA,694335,OTR 71,625,KHZ4,Human,32,0,B,2,1,6/23/16,Idaho,16,16,43.16556,-116.046,1
26094,Point,FWS,41521,USPRCBR,Cabo Rojo National Wildlife Refuge,89558,Fence,2016USPRCBRJ7CD,J7CD,Human,0,0,B,2,1,3/19/16,Puerto Rico,72,72,17.96222,-67.19638,1
26846,Point,FWS,13570,USORMAR,Malheur National Wildlife Refuge,90955,Sodhouse,2016USORMARKL2C,KL2C,Human,0,0,B,2,1,8/12/16,Oregon,41,41,43.26906,-118.8511,1
26966,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,91552,Mile Marker 61N,2016USMSMSRKTZ4,KTZ4,Undetermined,0,0,B,2,1,11/15/16,Mississippi,28,28,30.433611,-88.670833,1
29071,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,89173,Sanctuary2,2016USMSMSRJ550,J550,Human,0,0,B,2,1,2/17/16,Mississippi,28,28,30.428333,-88.766111,1
29685,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,91499,Mile Marker 59,2016USMSMSRKS7T,KS7T,Human,0,0,B,2,1,11/6/16,Mississippi,28,28,30.43278,-88.68083,1
29744,Point,FWS,21552,USTXRGR,Lower Rio Grande Valley National Wildlife Refuge,89142,VILLARREALES BANCO 2,2016USTXRGRJ519,J519,Natural,0,0,B,2,1,2/11/16,Texas,48,48,26.260833,-98.648889,1
29847,Point,FWS,32530,USWINCR,Necedah National Wildlife Refuge,89829,Highway 80,2016USWINCRJ8KF,J8KF,Undetermined,0,0,B,2,1,4/22/16,Wisconsin,55,55,44.10971,-90.11596,1
29923,Point,FWS,41521,USPRCBR,Cabo Rojo National Wildlife Refuge,89599,Tower,2016USPRCBRJ7SY,J7SY,Human,0,0,B,2,1,4/5/16,Puerto Rico,72,72,17.978396,-67.159301,1
30621,Point,FWS,62580,USNDDVR,Devils Lake Wetland Management District,90156,Waltz,2016USNDDVRJ9D5,J9D5,Undetermined,0,0,B,2,1,5/16/16,North Dakota,38,38,48.63983,-98.575421,1
30724,Point,FWS,31531,USINBOR,Big Oaks National Wildlife Refuge,91610,Fence Fire,2016USINBORKT81,KT81,Human,0,0,B,2,1,11/18/16,Indiana,18,18,38.972,-85.4636,1
31520,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,89095,Sanctuary Fire,2016USMSMSRJ5SW,J5SW,Human,0,0,B,2,1,1/29/16,Mississippi,28,28,30.42875,-88.76642,1
31524,Point,FWS,31560,USINPKR,Patoka River National Wildlife Refuge,89225,Boyd Trail Fire,2016USINPKRJ6AC,J6AC,Human,0,0,B,2,1,2/19/16,Indiana,18,18,38.3532,-87.3158,1
31648,Point,FS,6,610,Rogue River-Siskiyou National Forests,6737274,Granite,7,P619,Human,8,4,B,2,1,6/7/16,Oregon,41,41,42.177778,-122.719444,1
31696,Point,FS,8,803,Chattahoochee-Oconee National Forests,6771360,Hammond Gap Fire,48,EK2V,Human,30,7,B,2,1,10/24/16,Georgia,13,13,34.556111,-85.250833,1
31738,Point,FS,8,804,Cherokee National Forest,6770938,John Muir,58,KT8Q,Human,30,7,B,2,1,11/27/16,Tennessee,47,47,35.177778,-84.333056,1
31765,Point,FS,8,803,Chattahoochee-Oconee National Forests,6770030,Cloer Cemetery Fire,44,EK2V,Human,18,7,B,2,1,10/20/16,Georgia,13,13,34.933889,-84.678056,1
31798,Point,FS,8,804,Cherokee National Forest,6767013,Rock,50,KS3R,Human,30,7,B,2,1,11/2/16,Tennessee,47,47,35.346111,-84.054167,1
31850,Point,FS,8,812,Francis Marion and Sumter National Forests,6740354,Little Long Nose,9,J7PE,Human,30,7,B,2,1,4/3/16,South Carolina,45,45,34.702222,-83.288889,1
31878,Point,FS,8,812,Francis Marion and Sumter National Forests,6768364,365 Fire,37,P8U0,Human,30,9,B,2,1,12/31/16,South Carolina,45,45,33.735556,-82.036111,1
31896,Point,FS,3,304,Coconino National Forest,6711964,Afternoon,65,J9T8,Human,8,4,B,2,1,6/3/16,Arizona,4,4,34.771389,-111.459722,1
31930,Point,FS,3,307,Kaibab National Forest,6766877,CENTURY,100,EKV6,Human,30,9,B,2,1,11/19/16,Arizona,4,4,35.315556,-112.044722,1
31941,Point,FS,3,310,Santa Fe National Forest,6760596,Mesa,83,KR0K,Human,30,9,B,2,1,9/19/16,New Mexico,35,35,35.809444,-106.702222,1
31943,Point,FS,3,310,Santa Fe National Forest,6765656,Pumice,85,KT12,Human,25,9,B,2,1,11/17/16,New Mexico,35,35,35.72,-106.609722,1
31958,Point,FS,5,517,Tahoe National Forest,6766890,JACKSON,39,KL58,Human,30,9,B,2,1,8/14/16,California,6,6,39.516944,-120.561389,1
31963,Point,FS,5,509,Modoc National Forest,6766793,BROOK,29,EK10,Natural,1,1,B,2,1,10/7/16,California,6,6,41.289722,-120.306111,1
32064,Point,FS,3,305,Coronado National Forest,6766085,Clark Peak,31,J9KY,Human,30,9,B,2,1,5/29/16,Arizona,4,4,32.716944,-109.978056,1
32066,Point,FS,3,305,Coronado National Forest,6766098,Stowe,66,EKV4,Natural,1,1,B,2,1,7/20/16,Arizona,4,4,32.784167,-109.958611,1
32084,Point,FS,5,519,Lake Tahoe Basin Management Unit,6765681,Edgewood,54,EK19,Human,30,7,B,2,1,10/14/16,California,6,6,38.931944,-119.980833,1
32099,Point,FS,5,519,Lake Tahoe Basin Management Unit,6758452,Sawmill,26,KJ6Q,Human,9,4,B,2,1,7/31/16,California,6,6,38.888611,-120.026389,1
32130,Point,FS,6,602,Fremont-Winema National Forest,6765772,Wilson,37,EK2B,Natural,1,1,B,2,1,9/24/16,Oregon,41,41,42.724444,-121.613611,1
32137,Point,FS,3,310,Santa Fe National Forest,6737578,Pierdenal,21,KA4C,Human,10,9,B,2,1,6/17/16,New Mexico,35,35,36.213889,-106.5225,1
32142,Point,FS,3,310,Santa Fe National Forest,6738558,Mesa Lagunas,27,KBC1,Natural,1,1,B,2,1,6/21/16,New Mexico,35,35,36.065278,-106.594444,1
32217,Point,FS,8,803,Chattahoochee-Oconee National Forests,6757156,Swords,42,KSF0,Human,18,7,B,2,1,10/16/16,Georgia,13,13,33.55,-83.316944,1
32218,Point,FS,8,803,Chattahoochee-Oconee National Forests,6757212,Little glady,45,EK2V,Human,3,2,B,2,1,10/22/16,Georgia,13,13,33.383056,-83.416667,1
32254,Point,FS,3,304,Coconino National Forest,6763700,ANTELOPE,236,EKV3,Natural,1,1,B,2,1,8/11/16,Arizona,4,4,35.010278,-111.584722,1
32264,Point,FS,4,417,Humboldt-Toiyabe National Forest,6766941,LOST,74,KRR4,Human,9,4,B,2,1,10/2/16,Nevada,32,32,36.287222,-115.682778,1
32314,Point,FS,3,304,Coconino National Forest,6763444,Maze,214,EKV3,Natural,1,1,B,2,1,8/16/16,Arizona,4,4,35.4625,-111.471111,1
32330,Point,FS,8,805,National Forests in Florida,6763965,Yellow Bluff,143,KT56,Human,30,4,B,2,1,11/21/16,Florida,12,12,29.294444,-81.675833,1
32531,Point,FS,8,811,National Forests in North Carolina,6757796,Jack,96,KQ8C,Human,19,7,B,2,1,9/25/16,North Carolina,37,37,35.92,-82.873889,1
32629,Point,FS,5,519,Lake Tahoe Basin Management Unit,6750900,Montreal,23,KGQ5,Human,30,9,B,2,1,7/19/16,California,6,6,38.935556,-119.9375,1
32657,Point,FS,2,214,Shoshone National Forest,6743760,Canyon,16,EKU8,Natural,1,1,B,2,1,9/1/16,Wyoming,56,56,44.448611,-109.537222,1
32672,Point,FS,1,116,Lolo National Forest,6758138,Quartz Arena,8,J78J,Human,15,5,B,2,1,4/17/16,Montana,30,30,47.1025,-114.788611,1
32726,Point,FS,1,104,Idaho Panhandle National Forests,6753198,Gold Creek,31,EKS5,Natural,1,1,B,2,1,8/20/16,Idaho,16,16,47.836111,-116.098333,1
33048,Point,FS,3,304,Coconino National Forest,6752068,Cottonwood,11,J6CL,Human,9,4,B,2,1,2/25/16,Arizona,4,4,34.468333,-111.781111,1
33136,Point,FS,5,517,Tahoe National Forest,6755081,SAGEHEN,9,J93B,Human,14,2,B,2,1,6/8/16,California,6,6,39.443056,-120.225833,1
33242,Point,FS,3,302,Carson National Forest,6750180,Gavilan,58,KQ1A,Natural,1,1,B,2,1,9/15/16,New Mexico,35,35,36.736389,-106.328889,1
33263,Point,FS,1,103,Bitterroot National Forest,6710903,Ambrose fire,5,J9ZW,Human,30,7,A,1,1,6/6/16,Montana,30,30,46.520278,-113.861111,1
33282,Point,FS,5,505,Klamath National Forest,6750924,RANCH,17,KA6Y,Human,15,5,B,2,1,6/19/16,California,6,6,41.255278,-123.244722,1
33347,Point,FS,3,301,Apache-Sitgreaves National Forests,6740759,285,19,J9L7,Human,30,9,B,2,1,5/29/16,Arizona,4,4,34.051389,-109.295,1
